	tweet	class
21939	bitch cankles	1
21940	bitch ask dont hit upand dont talk herbitch want hit ignore respond hours later	1
21941	bitch asked pants sagg cuz dey tryna hold bandz 128184128184128184	1
21942	bitch gas station offered head 20 128514128557128128	1
21943	bitch backed car twice 2 times	1
21944	bitch bout make commit murder 128299128298128074	1
21945	bitch brought toothbrush okay gnargie_	1
21946	bitch brought food said surprise thirsty bitch	1
21947	bitch come home wit attitude bitch go yo ass bacc work ah sum fucc	1
21948	bitch compared dicks pencils get sharpened like dont sharpen pencil becomes useful	1
21949	bitch couldnt pull ugly desperate dike wanted	1
21950	bitch crazy	1
21951	bitch done blew high	1
21952	bitch done blew high high drugs	1
21953	bitch fell straight chair im high course laughed even wasnt wouldve still laughed	1
21954	bitch forehead hairline lied amp approved shit 128514128514128514	1
21955	bitch gone ask closed 128530i said naw aint pay lightbill month yea bitch closed get tf	1
21956	bitch gon na steal police uniform think authority say pop trunk bitch ass thewalkingdead	1
21957	bitch got arrested wedding night ordering 650 worth food didnt pay shouldve ate 2 20 applebees	1
21958	bitch got zero kills yet got legendary enngram absolute fuck	1
21959	bitch horseradish ponytail today dyed bald head ass hair red put bitch pony tail smh	1
21960	bitch two jobs starting school 26th fuckwhatyouheard	1
21961	bitch 711 wit hella face tats female duddy 128527	1
21962	bitch putting long lashes like 3abde	1
21963	bitch bed got double ds shake ass like trina smack ass shake game shake 2013shit tune hornyfuck	1
21964	bitch instating driving128591	1
21965	bitch crying httptcojs8ulddznl	1
21966	bitch earning 6 figures shaking ass im done 128553	1
21967	bitch mad man cheated cheated mad	1
21968	bitch nasty	1
21969	bitch raising anxiety sitting next	1
21970	bitch really geeking messages 128514128514128514	1
21971	bitch really gon na sit tell need parent w doctors even im 18 128075128075128075 uh	1
21972	bitch annoying128530128530	1
21973	bitch stupid anti feminist httptcovsgcwtn4j6 via youtube dumbass blndsundoll4mj	1
21974	bitch talking fuck bitch u need help yo im hearing vocies head lockthatbitchup	1
21975	bitch tryna start shit dennys asking us took picture lmfao bitch whut	1
21976	bitch wearing angry birds sweater judgepeopleatschoolday	1
21977	bitch isnt pretty shes showing body pictures shes nasty	1
21978	bitch chillin httptcolp9xd7qrzp	1
21979	bitch said lorde rock	1
21980	bitch texted baby baby miss	1
21981	bitch texted blue bout want see butt	1
21982	bitch keep looking choosing nah	1
21983	bitch keep playin wit hair like dont got	1
21984	bitch kicked	1
21985	bitch literally pulled whopper fanny pack america	1
21986	bitch literally said normal people shouldnt work gym many body builders workout	1
21987	bitch lmao steve wilkos goin mfs 128553128514	1
21988	bitch look like kurt cobain older bro	1
21989	bitch looks like tranny tho	1
21990	bitch love long time dont know wouldnt	1
21991	bitch lying 128514128530	1
21992	bitch mentioned dr ruffim done	1
21993	bitch needs get slapped michelebachmann httptcokncwbpc8ez	1
21994	bitch needs turn shitty music 128544	1
21995	bitch maury got 11 baby daddys	1
21996	bitch pregnant 128064128514128514	1
21997	bitch really filter 128528	1
21998	bitch said one lmaooo hate	1
21999	bitch said use titties punchin bag 0lt	1
22000	bitch said look like type lot cocaine 128128	1
22001	bitch said shell something strange change	1
22002	bitch says shes got 150 school fuck bullshit	1
22003	bitch showed amp yall every seen low budget piece shit muthafuckin clown scary hoe	1
22004	bitch slow playin like fuckkk	1
22005	bitch ratchet	1
22006	bitch takes bitch another level	1
22007	bitch think want im love wit da gwap 128525128536128176128181 httptcojimikjimun	1
22008	bitch think cool jordan 6 rings get fuck	1
22009	bitch think fancy old ass cclass get fuck	1
22010	bitch thought hot sauce bbq sauce tf puts bbq sauce tacos begin 128514128514128514	1
22011	bitch took damn eye like contact 128561128547	1
22012	bitch tryna eat peanuts im tryna eat steak shit bitch dont know nothing grindin	1
22013	bitch tweeted brb gon na take shower 2minutes later back get yo nasty ass back shower	1
22014	bitch tweets point minutes	1
22015	bitch wan na smoke weed	1
22016	bitch weave game serious	1
22018	bitches need get right wid	1
22019	bitches voice 128567128567128567	1
22020	bro rippin apart bird 10 feet us redtail hawk httptcotjanr2pb	2
22021	brownies bro	2
22022	car two registration tags yellow one 2014 amp one 2005 wth httptcomded4a2soy	2
22023	chick looks like straight took colored pencil eyebrows thatshitdoesntlookgood	1
22024	class ghetto hell	1
22025	cowboys redskins game hell game	2
22026	create slippery slope tho players gon na watch mouth tolerance ignorance anymore	2
22027	dude fell cuz looking bitches car128514128514128514128514128514128514	1
22028	dumb berk drives circles town bright yellow cycle music blaring incredibly8230 httptcoukothl3moh	2
22029	faggot truck tailgating hit breaks cut switched lanes cuts little biatch	1
22030	fat bitch got huffy cause took long make turn took mouthed me128514128075128075 girlbye128129	1
22031	fat bitch wearing ugly ass jesus sandals big ass feet overlapping damn things	1
22032	fat bitch said next time dont forget potato chips 128514128514	1
22033	fat bitch turnt ice cream gon lie would	1
22034	flappy bird game addicting	2
22035	foo came club wit bitch leash 128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514	1
22036	fuckin bird httptcoq2kjv91kiz	1
22037	fucking little bitch landed car really thought wouldnt kill httptconouhxhlsha	1
22038	fuzzy wuzzy kitten wants know raven like writing desk find 8594 httptcogi9on86igv httptcohlkdtsgkwu	2
22039	game shit haha playing hoe high nigggs trippen haha	1
22040	game pissing including bitch	1
22041	girl asked call girl bitches go panties basically brag good sucking dick	1
22042	girl retarded	0
22043	girl nastiest skank bitch ive ever met trust fugly slut httptco7su1uifuns	1
22044	girl legit looks like pig kiss imik bitch	1
22045	guy 100 retarded	1
22046	guy nits8220lucci_dpc learn new things every day u one still talkin bout jim crow go republican hypocrisy8221	2
22047	hairstylist mall gone ask nesha wats beenie bitch said momma lmfaoooo	1
22048	hangover bitch 57608	1
22049	headache bitch 128543128548	1
22050	hoe car smell like nigga let sweet potato bomb shit	1
22051	hoe got 10 seconds get hell outta face set weave fire	1
22052	hoe got gf complain life like hitting right	1
22053	hoe 6months pregnant man take yo ass home	1
22054	hoe loud	1
22055	hoe reathie tripping 128514128514128514128514	1
22056	hoe straight disappeared like go	1
22057	hoe taken world smh	1
22058	hot ass black girl twitter goes wohs lol thats cray thought alias ass bitch miles away	1
22059	hot chocolate famous amos bomb right	2
22060	yall side hoes gone look valentines day lol httptcosjmjiysthi	1
22061	ignorant bitch msnbc said police training weapons smh	1
22062	exactly dont tell bitch shit	1
22063	marcos lotion got mad told smells like bitch httptcoe0cnf1nwsi	1
22064	long yellow bunch track sweeping ton taken opportunities pit indycar goprograndprix	2
22065	sexy tweet rt yankees 60 lead yankees turn matt thornton finish red sox 9th	2
22066	better flappy bird128525128525 falloutbird httptcochvzwtvltg	2
22067	exactly bitches end dead rt cashkillem told stop fucking hope rain bitch httptco2fuxrzevtp	1
22068	fucked lmao whore bitch one cheaters better go maaco dead httptconq56zkpjhj	1
22069	fucking retarded	1
22070	fucking trash rt dearleader10 drake jewish rt quecified young money 3rd reich	1
22071	great rt ampowerblog loser amp coward mikeprysner grabbed iphone threw street hes pussy httptcocvublngxkj	1
22072	im asking bitch prom marry 128076 guareenteed yes httptco4hzzrqjhaq	1
22073	know lhs ghetto httptco9eagkxdgh5	1
22074	sup bitches face httptcomqpqzlgckf	1
22075	excuse call bitch got caught stop	1
22076	really brianstann rt jimdaves esdurham exploding giant yellow ducks you8217ll appreciate httptcospohtpl8uv	2
22077	much fun 128070128588 1ubb 1ndiana hoosiers hoosierdaddy	2
22078	true rt mr_quenchyagirl charlie clips coldest battle rapper debating	2
22079	chrisbrown dumb ass hoe httptcoveyjlyxhzt	1
22080	mother isnt allowed make brownies httptcoh0cft5wcbv	2
22081	one likes youre bitch slut	1
22082	nothing gets done morons like coburn trying 2 ad gun amendment 2 public works bill push back teabagger morningjoe	2
22083	people lucky deal customers phone thered lot choked bitches done person	1
22084	dont trust hoes httptcochyd7jrgxy	1
22085	kid bobbyhorai straight watched bitch eat bloody tampon fucksamattawithyou	1
22086	kid looks like retard tries hiding phone obvious	0
22087	knicks game retarded right smh	1
22088	lame azz napk nigga always talking bout reason always yellow tape upk turf8230 httptco2ldiha2a3a	1
22089	lil thot bitch really tried run game	1
22090	lit bitch jayonna class im aide sooo funny	1
22091	little bastard comes unto spinellis time little wigger rap thinh try say like im gon na die 128514	1
22092	niggah trigga_tre123 128076	1
22093	man wimp got ta drunk know damn well dont fw hoes 128514128557	1
22094	mint brownies recipe made almond flour coconut palm sugar coconut oil coconut mi httptcoxzzfdolzdn	2
22095	morning brought emergenc really need nip coldflu business bud nogermswanted	2
22097	bitch please face httptcoo3k4wlrztp	1
22098	dog telling done playing frisbee lazy mutt httptcol4aocjczsh	2
22099	new avi trash nah	2
22100	new shit im workin yea nigguh	1
22101	nicca typed meyou busy two 128530128547 im busy twice lmao	1
22102	nig johnel keep falling asleep thats usually lol	1
22103	nigga 80sbaby4life got ta weird gay shoe fetishamp im sick yall letting island nigger slide httptcoe96cq8kkbo	1
22104	nigga magic johnson got grade faggot son 128514128514 done terrible shit growin lol	1
22105	nigga public new young bitch rubbin face reacts ww3 probably aint even seen drake	1
22106	nigga jerry room smell like bad pussy128530	0
22107	nigga next trippin balls wants draw naked bitches complain im making room shake	1
22108	nigga train treating bitch phone lmao	1
22109	nigga telling dont fuck bitch 128553128514128514 maybe lying lol	0
22110	nigga said aint going shit need sum dicc9995128514128557 good try hoe really sum shit going	1
22111	nigga showed sad ass dog girl pit would look hoe say nigga gone	1
22112	nigga solving rubik cubes magic tricks amp still aint getting pussy 128514128514128514	1
22113	nigga think gone play shoot dice let yo hoe fade	1
22114	nigga left ugly bitch	1
22115	niggah herzdabudd fool	1
22116	niggah aaron weak last night	1
22117	niggah better remember bring sperrys	1
22118	niggah know wassup	0
22119	niggah said oh kiss phone looking ass haha	1
22120	niggah seems really clingy mhmm idk 128563128582128581	1
22121	niggga said branding bitches 128569128514128514128514128514128527	1
22122	nigglet 1008465039	0
22123	nigguh got somebody contact ebola lol	1
22124	nigguh really tried fight bus grape kool aid jammer 128514128514128514	1
22125	beef thing birds	2
22126	office used pound some160pussy httptcox8jllf0fa9	1
22127	old bitch floppy tits riding elevator nerping bad	1
22128	one dem hipster bitches shop value village	1
22129	one night tripping brownies put running shoes still pjs 2am httptcouwmbpcomne	2
22130	picture weibo made chinas censors add big yellow duck list banned terms 8594 httptco87nsk91rjr httptcoj3aakxwife	2
22131	pussy dryer rt loyallamb85 drier vs dryer	1
22132	rain got yall women talking ass nigga spend 80 income bitch 128514128514 bruh get hoes fuck outta	0
22133	random rap song person next listening makes wan na make lotta money fuck lotta hoes feel	1
22134	recolored pictured abraham lincoln one coolest things i8217ve seen while8230 httptcoshosdu7ryp	2
22135	reminds another quality video lol aint fittin front peckerwoods httptcoaypwhr0j62	2
22136	shit game right thats play hoes	1
22137	shit fixing blow mind tony cannoli back bitch httptcooeijhsqc2d	1
22138	shit retarded 8220_llvlllvlx 128128128553128557 httptcose2xidtmif8221	1
22139	shit right nigguh mantanuskathunderfuck sativadominant httptcotdjuj7q0qj	1
22140	shit sooooooooooooo trash	1
22141	side hoe main chick talk disgusting get life man	1
22142	song truth wan na fuck bestfriend one night onlyy think bitch yo bestfriend	1
22143	song may basic bitches mood boost	1
22144	stank bitch steady calling wonder get number	1
22145	store redneck	2
22146	student call bitch grade tell homegirl im seeing assignment submitted	1
22147	subway worker major bitch soldier come show respect	1
22148	target ghetto whatever	2
22149	tastes like wolf pussy	1
22150	bitch nigga shit invented created term	1
22151	time night dark skin niggas really turn lightskin niggas swear seen darkie try buying starbucks 3mins ago closed	0
22152	waiting thing birds	2
22153	chit shake monkey beeotch httptcooomruo1obi	1
22154	weeks rfn segment discuss idaho faggot marriage state like washington	0
22155	weight issue mine really needs good bitch slapp	1
22156	white bitch dressed devil job oh irony lol	1
22157	white bitch fuckin nerve call nigga128078 shes one payin lips get bigga128514128564	0
22158	white bitch tried set racial war lol bitch impossible im smarter	0
22159	whole game ive trying figure dutch wearing yellow smh	2
22160	bitches much listen 128680128680128680	1
22161	wigga didnt follow back smh	1
22162	work shit birdsion think take 8 hours nothing	1
22163	world needs build bitch workshop	1
22164	good pricklypear shiner httptcoclfjkt4iz4	2
22165	good pricklypear shiner httptcofa02a3avxq	2
22166	tell lookin ass niggas ima crazy bitch thats need know	1
22167	faggots keep posting gay ass videos cuddling gfs facebook	1
22168	guys definition white trash	0
22169	v necks ho	1
22170	thou shall mock ryanthe futurekelly	2
22171	thought told trust hoes	1
22172	thoughts good sight worst opened mouthmoral story look sweet hoes sour bruh	1
22173	three little birds	2
22174	throw rager sweet 16 everybody bring presents cards crib bitch grandma even bought bday cake ova	1
22175	throw orange dat bitch	1
22176	throw flag bitch aint real bush	1
22177	throwing fire crackers cars shit funny fuck 128514128514128514	1
22178	thump right throat bitch	1
22179	thursdays really trash season nfl	2
22180	thw white iron band plays weekend fargond aquarium21 friday102910 charlie parr next nightsaturday	2
22181	tia chepa uhh noo bitch tia irma 128530 aghh hes annoying	1
22182	tick tack toe linin yo hoe	1
22183	tickets hoe httptcolpcs9abo7w	1
22184	tigers fuckin garbage jesus christsuck dick ausmus youre trash sorry ass bullpen	1
22185	till michonne gutted dat hoe	1
22186	tilt chin back slit throat take bath blood get know	2
22187	time 2 kill 2 birds 1 stone work renew food handlers card online push play dumb class	2
22188	time bed 127769972965039127776999665039peace bitches	1
22189	time panera bitch12786110071	1
22190	time hop makes realize much faggot lol	1
22191	time go make gym bitch	1
22192	time start listing il spook	2
22193	time stunt hoes 128120128536	1
22194	tiny looking like albino red nose pitbull dope boys trap house	2
22195	tired hoes man	1
22196	tired butthurt samsung commercials ya phones trash b dont want em	1
22197	tired hoes breathing air	1
22198	tired niggas turning females stuck bitches	1
22199	tires fly mash gas motor hot hoes fast	1
22200	titties nd pussy httptcohy9cty37sw	1
22201	tl blew hoes waka dick turndown aint follin yall hoesbow	1
22202	hood bitch gucci voice euphoric	1
22203	clear dont think theres chance krug leaves russia fun mock speculation	2
22204	many dumb hoes milwaukee	1
22205	many niggas enough hoes niggas acting like hoes	1
22206	senior class oreo funfetti bars den morning 128538	2
22207	today heard boss say motherfucker bitch like funny bc asian accent	1
22208	today bitch hit face branch lost like 5 pounds water weight im sunburnt thank	1
22209	today gameday iubb need iu win jersey arrive hoosiernation hoosiers	2
22210	today fun tuesday awesome iu v michiganst 1ubb hoosiers	2
22211	today joints joints joints reserve wit niggah blakkhoodie_562 smokindrankin	1
22212	todays spy ops sexy smooth soles would feel good shaft balls love grass stains httptcoj0kcejqd0j	1
22213	todays spy ops soles need cleaning lick lick bet cuties sneaks smell good httptcoc7hj3dvngp	2
22214	todays spy ops country guy big feet lv lick soles n hv soles cock httptcobaeemot812	1
22215	told da nicca str8 face whateva got goin want inguess felt type way bout	1
22216	told like 90 degrees bitch im walkin jeans like 70 got like apostles shit dont add	1
22217	told bitch dont wan na eat im money hungry	1
22218	told dad go buy cookies graduation receptionthis nigga bought oreos	0
22219	told hoe special like mcrib169 mcdonalds	1
22220	told hoe suck got lips like rubber ducks	1
22221	told ya months ago charlie wasnt bullshittin bevo next	1
22222	tolerance sharpening knives 200 years jihadis pain germanshepher10 crookedwren allahpundit jammiewf	1
22223	tom brady biggest pussy nfl far	1
22224	tommy trash	2
22225	tomorrows agenda bake brownies amp visit couple open house	2
22226	tongue inside pussy dont bother eating	1
22227	tonight got ta take dope ass picture wit bad bitch im drunk change avi im tired seeing one already	1
22228	tonight starts road super bowl browns go brownies go woof woof browns2014draft	2
22229	tonight sole purpose thoroughly intoxicated night class maybe deserve	2
22230	tony blair equals bushs bitch morningjoe	1
22231	tony parker making norris cole bitch one one takin dribble breaking damn ankles gospursgo	1
22232	bad brandon lavergne isnt gon na vein spiked angola mickey	2
22233	fast feds cocky cops ditch old bitch gettin sloppy wit pots	1
22234	little late bitch ass nigga	1
22235	many bad bitches last night	1
22236	many bitches got rabies hate ho hoppin woman stank pussypoppin woman	1
22237	many chicks trying wavey bitches	1
22238	many pretty bitches got sore throat voicemostly red bones turnoff	1
22239	much makeup trash	2
22240	much shit going deal another bitch nonsense	1
22241	worried bout bitches amp fashion go missing action	1
22242	took 1 molly gon na die pussy ass bitch	1
22243	took uber amp thr shakey club last weekend 12 total cheaper 20 parking 8 extra throw hoes	1
22244	took broke bitch nigga128520	1
22245	took yo bitch gave back bad	1
22246	top 5 stankiest pussies	1
22247	top knotch hoes get lesser	1
22248	totaled rt csharp_c3ent crashed dat hoe rt vianawf drake verse nicki gtgtgtgtgt	1
22249	touchdown hoe touchdown hoe	1
22250	tracy morgans car wreck press covered zappa 60ssome joker brownie yell see complete	2
22251	traffic gables ltltltltltltltlt	2
22252	trailor trash tina time 128556	2
22253	trainer lady bitch shook hand made promise ima study test tomorrow idk dont like shes trying break	1
22254	translation slow saving hoes 1 1 rt ciscoallday saving lives 128557128514128557128514	1
22255	trap drugs getting kinds bitches lmao	1
22256	trapping motherfucker juggin like bitch catch traffic might juggin yo bitch kirkfranklin	1
22257	trash 8220tiemyduragboo black people play rampb amp hip hop partiesplay dubstep houseyall coons need expand8221	1
22258	trash see capitalized trash rt misskai__ wtf oreo song r kelly 128514 tf	1
22259	treatin yo hoe like yo bestfriend like thats wifey	1
22260	trending 2 adult human skulls found trash connecticut httptcobykfaoyk6y httptcof8grqk3tc8	2
22261	trey songz sing cant actually right good song trey songz relevant thirsty black bitches	1
22262	trey songz went looking ass bitches reply nicki 128514128514128514128514	1
22263	tripped balls onlsd bitch	1
22264	trust bitch cant wife bitch cant	1
22265	trust say foot stomps hurt like fucking bitch	1
22266	trust say shouldnt trust tweets bae bruh real quick hoes drop niggas real quick	1
22267	trust nigga fear bitch 128074128142	1
22268	trust player fear bitch	1
22269	trust none bitch dont	1
22270	trust none bitch dont wife bitch bitch wont	1
22271	truth rt adolfhibsta faggot would turn hairy pussy	0
22272	truth told thats pussy 128175	1
22273	truth maxon_maxoff5 ate yellow snow child	1
22274	truth youre smelly barn bitch	1
22275	truuuuuuuuue rt kanyebreast bitch u fine tho rt sheseauxsaditty ive old old ass life thats fine	1
22276	truuuuuuuuuuu facts niggaz pussy nd ill tag em meekmill nd cassidy rp nigga let httptconhyodspp	1
22277	try rexs new water roasted tomatopotato sawdust crackers loaded enough sodium make lots wife look unsavory 2299 box	2
22278	try take othot drugs bitch im 30d	1
22279	tryna sumbody cinnamon apple 171darksknstruggle cant trust bitch wit pussy taste like cinnamon apple httptcohwm427bw7v	1
22280	tryna determine bad bitch twitter saves httptcownbfuiuu04	1
22281	tryna get home like base base base closet looking like planet bathing apes	2
22282	tryna save hoe dont wan na saved nope nope nope	1
22283	tuna good rest trash rt ayeofool cans spam rt msbtxo struggle food meat tuna included	2
22284	tupac could fuck bitch world 1996 niggas crying pic took bitches	1
22285	turk hoe yall	1
22286	turn fuck nigguh rebound	1
22287	turn hoe house wife bet	1
22288	turn bitch 128076	1
22289	turn magic colored light longexposure lightwriting httptcoum8lbsd6p9	2
22290	turn entire fuck hoes	1
22291	turnup hoes	1
22292	twatch sounds like twat	1
22293	tweakin hoe	1
22294	tweekin hoe 128526128175	1
22295	twice divorced teabagger florida attorney general says marriage reserved stable enduring family units httptco9zwr3o33iu wtf	0
22296	twice divorced teabagger florida attorney general says marriage reserved stable enduring family units httptcowafg8eyygm	2
22297	twinkies unfilling odd filled	2
22298	twitter game point tonight btw guys havent caught youre full retard	1
22299	twitter taught many bitch made niggas world dont fooled	1
22300	twitter fags	0
22301	twitter like friend sometimes forget visit calls acts like bitchy mcbitcherson side bitch	1
22302	twitter trash	2
22303	twitter let know every hoe every city country	1
22304	twitter niggas always want unprotected sex nothing ass bitches nah	1
22305	twitter pic flossin hoes talkin papa_woodall fatstinker	1
22306	twitter watching bitches	1
22307	twitter bitch	1
22308	twitters little blue birds name larry celtics isu larry bird stick ticker twtr	2
22309	two blonde dykes wan na kiss night pray god shit go right	1
22310	two days gone gone long cant get phone cuz bitch done wit meeeeee	1
22311	two dyked fightin bitch lol gtfoh	1
22312	two foreign hoes iont like basic	1
22313	two hoes rt xoxo_imaunicorn yall know 128514128514 httptco0xljzwbtkr	1
22314	two horny guys play sexy av models trimmed pussy fuck160her httptcoy3sybsvpv4	1
22315	two horny guys take turns beating shit tight teen pink160pussy httptcorbojwlariq	1
22316	two red bones kissin n da back seat	2
22317	two years strong honkie 12853610084 mflury30 httptcodkiqodlaop	1
22318	tyga drake two light skin bitches choose fight would go guy compton one toronto	1
22319	tyga hoe pooted muthafuckin face bout fight bruh	1
22320	tylers bitch sorry	1
22321	tym 2 lyt dis blunt n holla hoes	1
22322	type nicca owe yu money still ask go n blunt	1
22323	typical bitch break tweeting smfh	1
22324	typically hateful antichristian mentally ill ugly dyke trash pig couple jennifer mccarthy melisa erwin httptcotw9nl5hkmt	0
22325	tyra banks still getting paid americas next top model runs bitch bossy 128096128091	1
22326	tyrese trash	2
22327	u lil stupid ass bitch aint fucking wit youuuu8252127911	1
22328	u bitches still fuccin bush	1
22329	u cant stay amp expect change u cant truly expect good man call nigga niggerit means good person	1
22330	u coons cant wait wear oreo js	0
22331	u coons watching love hip hop aint	1
22332	u corn fly bitch seeds lime green full crystal	1
22333	u ever seen bitch talk shit another bitch u see hanging together	1
22334	u fucken bitch wifi	1
22335	u got twin bed yo bitch ass better invite yo crib u better sleeping futon boy	1
22336	u got niggas got bitches 127911	1
22337	u hoes hawkin rittas today aint yall	1
22338	u know pussy good sound like u mixing spaghetti u hit lol	1
22339	u know bitch hard httptcooghm5uyvuc	1
22340	u look like dyke ur pic lol	1
22341	u niggas dnt like bet fck yo bitch tho	1
22342	u hoes w booties hangin	1
22343	u hit list bitch kill yo self	1
22344	u oversteppin u boundires sideline hoe	1
22345	u see super bad bitch club nigga u cant understand got 99 chance meet happyhour	1
22346	u serious bro lol rt cheezmoejenkinz 2310am early bird special	2
22347	u still fuck old bitch 8212 disrespectful like shit httptcoceycdvz4w5	1
22348	u sure tha bitch aint slumped dead lol 8220guccilikesushi thots httptcolb9i8rhtmv8221	1
22349	u think nigs u u	1
22350	u wan na piss hoe u club amp front u tryna dance u im right tweet	1
22351	u want big tittyd hoedyke wash ya rims lls rt dickgregory expect chick da bikini car wash rid rims brake dust	1
22352	u wanted go military yo bitch ass couldnt handle nobody shooting u shut yo mf mouth salute	1
22353	u wondering im answering im wondering money niggas act like bitches days	1
22354	u wont see sober less got court mary best bitch life	1
22355	update three arrsted german gay guy left critical condition fag bashed belgrade httptco5tnwq2e7q5	1
22356	us spy planes flying british skies hunt jihadi johns assocs advanced tech httptcoxfsezszu0m via beforeitsnews	2
22357	ugh cant stand bitch smokes black amp milds make itch	1
22358	ugh fuckin hate bitch dont answer calls ewwwwwww hi__________bye	1
22359	ugh really cant wait get paid tomorrow spend hoes 1285241008465039128131128111128109128514128514128514128514	1
22360	ugh im little bitch 128514	1
22361	ugh bad bitches picture coming soon 128514	1
22362	ugh hes mine bitches hes mine amp mine thats baby man know amp aware thats	1
22363	ugh like hate momma get talking proper like bitch stfu	1
22364	ugh crazy bitch crucible smh	1
22365	ugly ass hoe wan na bad bitch gone 999665039	1
22366	ugly bitches always trynna take pics angle 128553128553128514128514 guess best side	1
22367	ugly bitches know get crib sun come 128514128175	1
22368	ugly bitches listen yall havin stank attitude yall dont nothing working personally dont fuck	1
22369	ugly bitches post retarded shit social media	1
22370	ugly bitches stay subbing	1
22371	ugly fucking nigger baby thought gorilla first1488 httptcobq3g01rxkn	0
22372	ugly hoes favorite line im far ugly like naw hoe closer think	1
22373	ugly hoes attitudes kill ratchetness need nice cause looks sure aint getting nowhere	1
22374	uh cody called punk ass bitch said think meant say boss ass bitch ill let go ctfu 128514	1
22375	uh oh rt vicd713ent control yo bitch dont want shit simple	1
22376	uh long till apple comes newest incarnation iphone im ready two years bitch still goes	1
22377	uhhh bitch	1
22378	ummm hoes need guidance better yet baptism	1
22379	ummmso happy fairy apparently took crap twitter made allhappy	1
22380	un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im httptcooxcoyauji1	2
22381	uncalled 8220nobeeetch trash trelaire1st 16 one best httptcokmordnezrz8221	2
22382	uncle tom hypocrite httptcocyc9madjpq	0
22383	uncle tom ass muhfuckas	1
22384	unemployed niggas get bitches factdontargue	1
22385	unfortunately love tho rt kinghorsedick vianawf thats ur hoe	1
22386	ungrateful bitches never happy u happy u mean u aint happy youngjefe	1
22387	ungrateful shit lol rt djsydneylove sending uber new way tryna pay pussy cuz lol pls dont	1
22388	unintended consequences current fed regulations trays uneaten food thrown trash hungry kids httptcoaamjhhow7y	2
22389	unk said bitches hit bottle pussy start snappin lmao	1
22390	unlike yall boring ass bitches lol	1
22391	unloyal girls turn good guys assholes ampamp unloyal guys turn good women big time bitches	1
22392	next time rednecks 128521 ill see 128525127482127480 rednecks paychecks httptcovg3nbxetzp	1
22393	hoes start actually fucking ill give props hoes trash 128078128078128078128129128079128080128522	1
22394	let heat pop bitch	1
22395	early dat good dope wit niccas	1
22396	early bitch driving denton omg move already	2
22397	bitch like elevators	1
22398	like eagle tryna catch early bird catches worm	2
22399	early damn birds still chirping smh	1
22400	upstate hoes love south niggas south females love upstate niggas	1
22401	ur fat thick difference bitch	1
22402	ur u act sound infront ae ill awfy cunt nd break ur fukin phone tae	1
22403	use trap birds im fly like birdddd	2
22404	used dollar menu amp spectate mall im buying bitch cause shit want	1
22405	used girlfriend got hoes	1
22406	vp joe dildo still wants guns hey joe fu oath breaking prick needs routed hows feel honkey whippin boy	1
22407	vagina flavored bacon bitch	1
22408	val bitch	1
22409	value moneyvalue dickdont buy trashdont fuck trash	1
22410	vandalize pussyits	1
22411	vanessa fuckin faggot	0
22412	vegas 4 days bitches	1
22413	venti iced water make snappy hoe	1
22414	verizon customer service trash fuck ive store havent greeted nothing	1
22415	versace belts lv wallets wont cut need really show ass little bitch	1
22416	vice news interview canadian jihadi poem translated f4 u sound track httptco7gebzu4paz httptcowwl05orih6	2
22417	video charlie baker campaign team denies contacting gov patrick meeting httptcoqhra6oalrr	2
22418	video charlie baker makes final push votes httptco9artp5ymbs	2
22419	video charlie baker remembers tom menino httptcovdaowlzksv	2
22420	video record charlie baker httptcolxk0yycvr4	2
22421	video shy glizzy 8211 8220i can8217t trust160myself8221 httptcohrfudrvzdb	2
22422	view ghetto aint bad rio httptcoumjpu8gt	2
22423	vine filled pussy lol smh	1
22424	vintage gold diamond engagement ring 10k yellow gold unique ring size 475 vintagebaublesnbits httptcoii0v4lbsqk via etsy	2
22425	viola auntieyou cant call white trash women white trash like primetime htgawm	2
22426	virtually zero protections lgbtq persons alabama lot acceptance either think queer alabamian kids today	2
22427	w bitch	1
22428	walk hr yankees	2
22429	watch salute vets 8211tuesday jihadi bitch slaying mk48 m2038217s fired taliban cockroaches firefight httptcoyfucn0dwzq	1
22430	watchmilitary monday jihadi bitches slaying badass a10 silences taliban intense night time firefight httptcoosagqo567k	1
22431	watchmilitary monday jihadi bitches slaying badass a10 silences taliban intense night time firefight httptcopx9cn8fcw5	1
22432	watchobama8217s newly released gitmo jihadi links terrorists syria httptcogufkoy44tk httptco3n7m4pfnmx	2
22433	watch excited isis jihadis getting yezidi sex slaves distribution day httptcon9exnuvhks isis tcot pjnet lnyhbt gop	2
22434	watch excited isis jihadis getting yezidi sex slaves distribution day httptcon9exnuvhks tcot lnyhbt pjnet tgdn gop	1
22435	watch excited isis jihadis getting yezidi sex slaves distribution day httptcon9exnuvhks httptcouhz1qkcrje	2
22436	wdmc rt rhion_r shit male hoes going httptcoxcy9qe5yab	1
22437	salute vets 8211 tuesday jihadi bitch slaying mk48 m2038217s fired taliban cockroaches du httptco1ck21iveup tcot pjnet	1
22438	webbers rt dmilz4 sz13 vnds restorers dream cracked midsole sole separation fogged bubbles 150 httptcoyc81vg2kg1	2
